2014-10-10 03:40:26 startup archives install
2014-10-10 03:43:01 install lsscsi <none> 0.21-2
2014-10-10 03:43:01 status half-installed lsscsi 0.21-2
2014-10-10 03:43:01 status unpacked lsscsi 0.21-2
2014-10-10 03:43:01 status unpacked lsscsi 0.21-2
2014-10-10 03:43:01 install vyatta-op <none> 0.14.0+vyos1+helium17
2014-10-10 03:43:01 status half-installed vyatta-op 0.14.0+vyos1+helium17
2014-10-10 03:43:01 status unpacked vyatta-op 0.14.0+vyos1+helium17
2014-10-10 03:43:01 status unpacked vyatta-op 0.14.0+vyos1+helium17
2014-10-10 03:43:01 install vyatta-config-migrate <none> 0.13.65+vyos1+helium1
2014-10-10 03:43:01 status half-installed vyatta-config-migrate 0.13.65+vyos1+helium1
2014-10-10 03:43:01 status unpacked vyatta-config-migrate 0.13.65+vyos1+helium1
2014-10-10 03:43:01 status unpacked vyatta-config-migrate 0.13.65+vyos1+helium1
2014-10-10 03:43:01 install dmsetup <none> 2:1.02.48-5
2014-10-10 03:43:01 status half-installed dmsetup 2:1.02.48-5
2014-10-10 03:43:01 status unpacked dmsetup 2:1.02.48-5
2014-10-10 03:43:01 status unpacked dmsetup 2:1.02.48-5
2014-10-10 03:43:01 install libdevmapper1.02.1 <none> 2:1.02.48-5
2014-10-10 03:43:01 status half-installed libdevmapper1.02.1 2:1.02.48-5
2014-10-10 03:43:01 status unpacked libdevmapper1.02.1 2:1.02.48-5
2014-10-10 03:43:01 status unpacked libdevmapper1.02.1 2:1.02.48-5
2014-10-10 03:43:01 install libparted0debian1 <none> 2.3-5
2014-10-10 03:43:01 status half-installed libparted0debian1 2.3-5
2014-10-10 03:43:01 status unpacked libparted0debian1 2.3-5
2014-10-10 03:43:01 status unpacked libparted0debian1 2.3-5
2014-10-10 03:43:01 install parted <none> 2.3-5
2014-10-10 03:43:01 status half-installed parted 2.3-5
2014-10-10 03:43:01 status unpacked parted 2.3-5
2014-10-10 03:43:01 status unpacked parted 2.3-5
2014-10-10 03:43:01 install vyatta-dhcp3-common <none> 4.1.8+vyos1+helium2
2014-10-10 03:43:01 status half-installed vyatta-dhcp3-common 4.1.8+vyos1+helium2
2014-10-10 03:43:02 status unpacked vyatta-dhcp3-common 4.1.8+vyos1+helium2
2014-10-10 03:43:02 status unpacked vyatta-dhcp3-common 4.1.8+vyos1+helium2
2014-10-10 03:43:02 install vyatta-dhcp3-client <none> 4.1.8+vyos1+helium2
2014-10-10 03:43:02 status half-installed vyatta-dhcp3-client 4.1.8+vyos1+helium2
2014-10-10 03:43:02 status unpacked vyatta-dhcp3-client 4.1.8+vyos1+helium2
2014-10-10 03:43:02 status unpacked vyatta-dhcp3-client 4.1.8+vyos1+helium2
2014-10-10 03:43:02 install vlan <none> 1.9-3
2014-10-10 03:43:02 status half-installed vlan 1.9-3
2014-10-10 03:43:02 status unpacked vlan 1.9-3
2014-10-10 03:43:02 status unpacked vlan 1.9-3
2014-10-10 03:43:02 install curl <none> 7.21.0-2.1+squeeze9
2014-10-10 03:43:02 status half-installed curl 7.21.0-2.1+squeeze9
2014-10-10 03:43:02 status unpacked curl 7.21.0-2.1+squeeze9
2014-10-10 03:43:02 status unpacked curl 7.21.0-2.1+squeeze9
2014-10-10 03:43:02 install libsocket6-perl <none> 0.23-1
2014-10-10 03:43:02 status half-installed libsocket6-perl 0.23-1
2014-10-10 03:43:02 status unpacked libsocket6-perl 0.23-1
2014-10-10 03:43:02 status unpacked libsocket6-perl 0.23-1
2014-10-10 03:43:02 install libsort-versions-perl <none> 1.5-4
2014-10-10 03:43:02 status half-installed libsort-versions-perl 1.5-4
2014-10-10 03:43:02 status unpacked libsort-versions-perl 1.5-4
2014-10-10 03:43:02 status unpacked libsort-versions-perl 1.5-4
2014-10-10 03:43:02 install libfile-sync-perl <none> 0.09-4+b1
2014-10-10 03:43:02 status half-installed libfile-sync-perl 0.09-4+b1
2014-10-10 03:43:02 status unpacked libfile-sync-perl 0.09-4+b1
2014-10-10 03:43:02 status unpacked libfile-sync-perl 0.09-4+b1
2014-10-10 03:43:02 install libboost-system1.42.0 <none> 1.42.0-4
2014-10-10 03:43:02 status half-installed libboost-system1.42.0 1.42.0-4
2014-10-10 03:43:02 status unpacked libboost-system1.42.0 1.42.0-4
2014-10-10 03:43:02 status unpacked libboost-system1.42.0 1.42.0-4
2014-10-10 03:43:02 install libboost-filesystem1.42.0 <none> 1.42.0-4
2014-10-10 03:43:02 status half-installed libboost-filesystem1.42.0 1.42.0-4
2014-10-10 03:43:02 status unpacked libboost-filesystem1.42.0 1.42.0-4
2014-10-10 03:43:02 status unpacked libboost-filesystem1.42.0 1.42.0-4
2014-10-10 03:43:02 install libpcre3 <none> 8.02-1.1
2014-10-10 03:43:02 status half-installed libpcre3 8.02-1.1
2014-10-10 03:43:02 status unpacked libpcre3 8.02-1.1
2014-10-10 03:43:02 status unpacked libpcre3 8.02-1.1
2014-10-10 03:43:02 install libglib2.0-0 <none> 2.24.2-1
2014-10-10 03:43:02 status half-installed libglib2.0-0 2.24.2-1
2014-10-10 03:43:02 status unpacked libglib2.0-0 2.24.2-1
2014-10-10 03:43:02 status unpacked libglib2.0-0 2.24.2-1
2014-10-10 03:43:02 install libvyatta-cfg1 <none> 0.102.0+vyos1+helium9
2014-10-10 03:43:02 status half-installed libvyatta-cfg1 0.102.0+vyos1+helium9
2014-10-10 03:43:02 status unpacked libvyatta-cfg1 0.102.0+vyos1+helium9
2014-10-10 03:43:02 status unpacked libvyatta-cfg1 0.102.0+vyos1+helium9
2014-10-10 03:43:02 install libfuse2 <none> 2.8.4-1.1
2014-10-10 03:43:02 status half-installed libfuse2 2.8.4-1.1
2014-10-10 03:43:02 status unpacked libfuse2 2.8.4-1.1
2014-10-10 03:43:02 status unpacked libfuse2 2.8.4-1.1
2014-10-10 03:43:02 install fuse-utils <none> 2.8.4-1.1
2014-10-10 03:43:02 status half-installed fuse-utils 2.8.4-1.1
2014-10-10 03:43:02 status unpacked fuse-utils 2.8.4-1.1
2014-10-10 03:43:02 status unpacked fuse-utils 2.8.4-1.1
2014-10-10 03:43:02 install unionfs-fuse <none> 0.24-2.1~bpo60+1
2014-10-10 03:43:02 status half-installed unionfs-fuse 0.24-2.1~bpo60+1
2014-10-10 03:43:02 status unpacked unionfs-fuse 0.24-2.1~bpo60+1
2014-10-10 03:43:02 status unpacked unionfs-fuse 0.24-2.1~bpo60+1
2014-10-10 03:43:02 install vyatta-cfg <none> 0.102.0+vyos1+helium9
2014-10-10 03:43:02 status half-installed vyatta-cfg 0.102.0+vyos1+helium9
2014-10-10 03:43:02 status unpacked vyatta-cfg 0.102.0+vyos1+helium9
2014-10-10 03:43:02 status unpacked vyatta-cfg 0.102.0+vyos1+helium9
2014-10-10 03:43:02 install rsyslog <none> 4.6.4-2
2014-10-10 03:43:02 status half-installed rsyslog 4.6.4-2
2014-10-10 03:43:02 status unpacked rsyslog 4.6.4-2
2014-10-10 03:43:02 status unpacked rsyslog 4.6.4-2
2014-10-10 03:43:02 install vyatta-busybox <none> 1.19.0-1+vyos1+helium2
2014-10-10 03:43:02 status half-installed vyatta-busybox 1.19.0-1+vyos1+helium2
2014-10-10 03:43:02 status unpacked vyatta-busybox 1.19.0-1+vyos1+helium2
2014-10-10 03:43:02 status unpacked vyatta-busybox 1.19.0-1+vyos1+helium2
2014-10-10 03:43:02 install sudo <none> 1.7.4p4-2.squeeze.4
2014-10-10 03:43:02 status half-installed sudo 1.7.4p4-2.squeeze.4
2014-10-10 03:43:02 status unpacked sudo 1.7.4p4-2.squeeze.4
2014-10-10 03:43:02 status unpacked sudo 1.7.4p4-2.squeeze.4
2014-10-10 03:43:02 install snmpd <none> 5.7.2+vyos1+helium1
2014-10-10 03:43:02 status half-installed snmpd 5.7.2+vyos1+helium1
2014-10-10 03:43:02 status unpacked snmpd 5.7.2+vyos1+helium1
2014-10-10 03:43:02 status unpacked snmpd 5.7.2+vyos1+helium1
2014-10-10 03:43:02 install libnl1 <none> 1.1-6
2014-10-10 03:43:02 status half-installed libnl1 1.1-6
2014-10-10 03:43:02 status unpacked libnl1 1.1-6
2014-10-10 03:43:02 status unpacked libnl1 1.1-6
2014-10-10 03:43:02 install ipvsadm <none> 1:1.25.clean-1
2014-10-10 03:43:02 status half-installed ipvsadm 1:1.25.clean-1
2014-10-10 03:43:02 status unpacked ipvsadm 1:1.25.clean-1
2014-10-10 03:43:02 status unpacked ipvsadm 1:1.25.clean-1
2014-10-10 03:43:02 install vyatta-keepalived <none> 1.2.2-1+vyos1+helium1
2014-10-10 03:43:02 status half-installed vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:02 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:02 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:02 install bridge-utils <none> 1.4-5
2014-10-10 03:43:02 status half-installed bridge-utils 1.4-5
2014-10-10 03:43:02 status unpacked bridge-utils 1.4-5
2014-10-10 03:43:02 status unpacked bridge-utils 1.4-5
2014-10-10 03:43:02 install openssh-client <none> 1:5.5p1-6+squeeze5
2014-10-10 03:43:02 status half-installed openssh-client 1:5.5p1-6+squeeze5
2014-10-10 03:43:02 status unpacked openssh-client 1:5.5p1-6+squeeze5
2014-10-10 03:43:02 status unpacked openssh-client 1:5.5p1-6+squeeze5
2014-10-10 03:43:02 install libwrap0 <none> 7.6.q-19
2014-10-10 03:43:02 status half-installed libwrap0 7.6.q-19
2014-10-10 03:43:02 status unpacked libwrap0 7.6.q-19
2014-10-10 03:43:02 status unpacked libwrap0 7.6.q-19
2014-10-10 03:43:02 install openssh-server <none> 1:5.5p1-6+squeeze5
2014-10-10 03:43:02 status half-installed openssh-server 1:5.5p1-6+squeeze5
2014-10-10 03:43:03 status unpacked openssh-server 1:5.5p1-6+squeeze5
2014-10-10 03:43:03 status unpacked openssh-server 1:5.5p1-6+squeeze5
2014-10-10 03:43:03 install ssh <none> 1:5.5p1-6+squeeze5
2014-10-10 03:43:03 status half-installed ssh 1:5.5p1-6+squeeze5
2014-10-10 03:43:03 status unpacked ssh 1:5.5p1-6+squeeze5
2014-10-10 03:43:03 status unpacked ssh 1:5.5p1-6+squeeze5
2014-10-10 03:43:03 install ed <none> 1.4-3
2014-10-10 03:43:03 status half-installed ed 1.4-3
2014-10-10 03:43:03 status unpacked ed 1.4-3
2014-10-10 03:43:03 status unpacked ed 1.4-3
2014-10-10 03:43:03 install ifupdown <none> 0.6.10
2014-10-10 03:43:03 status half-installed ifupdown 0.6.10
2014-10-10 03:43:03 status unpacked ifupdown 0.6.10
2014-10-10 03:43:03 status unpacked ifupdown 0.6.10
2014-10-10 03:43:03 install libc-ares2 <none> 1.7.3-1squeeze1
2014-10-10 03:43:03 status half-installed libc-ares2 1.7.3-1squeeze1
2014-10-10 03:43:03 status unpacked libc-ares2 1.7.3-1squeeze1
2014-10-10 03:43:03 status unpacked libc-ares2 1.7.3-1squeeze1
2014-10-10 03:43:03 install libsmi2ldbl <none> 0.4.8+dfsg2-3
2014-10-10 03:43:03 status half-installed libsmi2ldbl 0.4.8+dfsg2-3
2014-10-10 03:43:03 status unpacked libsmi2ldbl 0.4.8+dfsg2-3
2014-10-10 03:43:03 status unpacked libsmi2ldbl 0.4.8+dfsg2-3
2014-10-10 03:43:03 install liblua5.1-0 <none> 5.1.4-5+deb6u1
2014-10-10 03:43:03 status half-installed liblua5.1-0 5.1.4-5+deb6u1
2014-10-10 03:43:03 status unpacked liblua5.1-0 5.1.4-5+deb6u1
2014-10-10 03:43:03 status unpacked liblua5.1-0 5.1.4-5+deb6u1
2014-10-10 03:43:03 install wireshark-common <none> 1.2.11-6+squeeze15
2014-10-10 03:43:03 status half-installed wireshark-common 1.2.11-6+squeeze15
2014-10-10 03:43:04 status unpacked wireshark-common 1.2.11-6+squeeze15
2014-10-10 03:43:04 status unpacked wireshark-common 1.2.11-6+squeeze15
2014-10-10 03:43:04 install tshark <none> 1.2.11-6+squeeze15
2014-10-10 03:43:04 status half-installed tshark 1.2.11-6+squeeze15
2014-10-10 03:43:04 status unpacked tshark 1.2.11-6+squeeze15
2014-10-10 03:43:04 status unpacked tshark 1.2.11-6+squeeze15
2014-10-10 03:43:04 install libsysfs2 <none> 2.1.0+repack-1
2014-10-10 03:43:04 status half-installed libsysfs2 2.1.0+repack-1
2014-10-10 03:43:04 status unpacked libsysfs2 2.1.0+repack-1
2014-10-10 03:43:04 status unpacked libsysfs2 2.1.0+repack-1
2014-10-10 03:43:04 install iputils-arping <none> 3:20100418-3
2014-10-10 03:43:04 status half-installed iputils-arping 3:20100418-3
2014-10-10 03:43:04 status unpacked iputils-arping 3:20100418-3
2014-10-10 03:43:04 status unpacked iputils-arping 3:20100418-3
2014-10-10 03:43:04 install installation-report <none> 2.44
2014-10-10 03:43:04 status half-installed installation-report 2.44
2014-10-10 03:43:04 status unpacked installation-report 2.44
2014-10-10 03:43:04 status unpacked installation-report 2.44
2014-10-10 03:43:04 install dmidecode <none> 2.9-1.2
2014-10-10 03:43:04 status half-installed dmidecode 2.9-1.2
2014-10-10 03:43:04 status unpacked dmidecode 2.9-1.2
2014-10-10 03:43:04 status unpacked dmidecode 2.9-1.2
2014-10-10 03:43:04 install laptop-detect <none> 0.13.7
2014-10-10 03:43:04 status half-installed laptop-detect 0.13.7
2014-10-10 03:43:04 status unpacked laptop-detect 0.13.7
2014-10-10 03:43:04 status unpacked laptop-detect 0.13.7
2014-10-10 03:43:04 install mgetty <none> 1.1.36-1.6
2014-10-10 03:43:04 status half-installed mgetty 1.1.36-1.6
2014-10-10 03:43:04 status unpacked mgetty 1.1.36-1.6
2014-10-10 03:43:04 status unpacked mgetty 1.1.36-1.6
2014-10-10 03:43:04 install snmp <none> 5.7.2+vyos1+helium1
2014-10-10 03:43:04 status half-installed snmp 5.7.2+vyos1+helium1
2014-10-10 03:43:04 status unpacked snmp 5.7.2+vyos1+helium1
2014-10-10 03:43:04 status unpacked snmp 5.7.2+vyos1+helium1
2014-10-10 03:43:04 install tcpdump <none> 4.1.1-1
2014-10-10 03:43:04 status half-installed tcpdump 4.1.1-1
2014-10-10 03:43:04 status unpacked tcpdump 4.1.1-1
2014-10-10 03:43:04 status unpacked tcpdump 4.1.1-1
2014-10-10 03:43:04 install libdbus-1-3 <none> 1.2.24-4+squeeze2
2014-10-10 03:43:04 status half-installed libdbus-1-3 1.2.24-4+squeeze2
2014-10-10 03:43:04 status unpacked libdbus-1-3 1.2.24-4+squeeze2
2014-10-10 03:43:04 status unpacked libdbus-1-3 1.2.24-4+squeeze2
2014-10-10 03:43:04 install dnsmasq-base <none> 2.55-2+b1
2014-10-10 03:43:04 status half-installed dnsmasq-base 2.55-2+b1
2014-10-10 03:43:04 status unpacked dnsmasq-base 2.55-2+b1
2014-10-10 03:43:04 status unpacked dnsmasq-base 2.55-2+b1
2014-10-10 03:43:04 install dnsmasq <none> 2.55-2
2014-10-10 03:43:04 status half-installed dnsmasq 2.55-2
2014-10-10 03:43:04 status unpacked dnsmasq 2.55-2
2014-10-10 03:43:04 status unpacked dnsmasq 2.55-2
2014-10-10 03:43:04 install mdadm <none> 3.1.4-1+8efb9d1+squeeze1
2014-10-10 03:43:04 status half-installed mdadm 3.1.4-1+8efb9d1+squeeze1
2014-10-10 03:43:05 status unpacked mdadm 3.1.4-1+8efb9d1+squeeze1
2014-10-10 03:43:05 status unpacked mdadm 3.1.4-1+8efb9d1+squeeze1
2014-10-10 03:43:05 install ddclient <none> 3.8.0-11.3
2014-10-10 03:43:05 status half-installed ddclient 3.8.0-11.3
2014-10-10 03:43:05 status unpacked ddclient 3.8.0-11.3
2014-10-10 03:43:05 status unpacked ddclient 3.8.0-11.3
2014-10-10 03:43:05 install libnet-ssleay-perl <none> 1.36-1
2014-10-10 03:43:05 status half-installed libnet-ssleay-perl 1.36-1
2014-10-10 03:43:05 status unpacked libnet-ssleay-perl 1.36-1
2014-10-10 03:43:05 status unpacked libnet-ssleay-perl 1.36-1
2014-10-10 03:43:05 install libio-socket-ssl-perl <none> 1.33-1+squeeze1
2014-10-10 03:43:05 status half-installed libio-socket-ssl-perl 1.33-1+squeeze1
2014-10-10 03:43:05 status unpacked libio-socket-ssl-perl 1.33-1+squeeze1
2014-10-10 03:43:05 status unpacked libio-socket-ssl-perl 1.33-1+squeeze1
2014-10-10 03:43:05 install vyatta-biosdevname <none> 1:0.3.11+vyos1+helium2
2014-10-10 03:43:05 status half-installed vyatta-biosdevname 1:0.3.11+vyos1+helium2
2014-10-10 03:43:05 status unpacked vyatta-biosdevname 1:0.3.11+vyos1+helium2
2014-10-10 03:43:05 status unpacked vyatta-biosdevname 1:0.3.11+vyos1+helium2
2014-10-10 03:43:05 install libdaemon0 <none> 0.14-2
2014-10-10 03:43:05 status half-installed libdaemon0 0.14-2
2014-10-10 03:43:05 status unpacked libdaemon0 0.14-2
2014-10-10 03:43:05 status unpacked libdaemon0 0.14-2
2014-10-10 03:43:05 install radvd <none> 1:1.15+vyos1+helium2
2014-10-10 03:43:05 status half-installed radvd 1:1.15+vyos1+helium2
2014-10-10 03:43:05 status unpacked radvd 1:1.15+vyos1+helium2
2014-10-10 03:43:05 status unpacked radvd 1:1.15+vyos1+helium2
2014-10-10 03:43:05 install libcurl3-gnutls <none> 7.21.0-2.1+squeeze9
2014-10-10 03:43:05 status half-installed libcurl3-gnutls 7.21.0-2.1+squeeze9
2014-10-10 03:43:05 status unpacked libcurl3-gnutls 7.21.0-2.1+squeeze9
2014-10-10 03:43:05 status unpacked libcurl3-gnutls 7.21.0-2.1+squeeze9
2014-10-10 03:43:05 install apt-transport-https <none> 0.8.10.3+squeeze5
2014-10-10 03:43:05 status half-installed apt-transport-https 0.8.10.3+squeeze5
2014-10-10 03:43:05 status unpacked apt-transport-https 0.8.10.3+squeeze5
2014-10-10 03:43:05 status unpacked apt-transport-https 0.8.10.3+squeeze5
2014-10-10 03:43:05 install libnl-3-200 <none> 3.2.25vyos1+helium1
2014-10-10 03:43:05 status half-installed libnl-3-200 3.2.25vyos1+helium1
2014-10-10 03:43:05 status unpacked libnl-3-200 3.2.25vyos1+helium1
2014-10-10 03:43:05 status unpacked libnl-3-200 3.2.25vyos1+helium1
2014-10-10 03:43:05 install libnl-genl-3-200 <none> 3.2.25vyos1+helium1
2014-10-10 03:43:05 status half-installed libnl-genl-3-200 3.2.25vyos1+helium1
2014-10-10 03:43:05 status unpacked libnl-genl-3-200 3.2.25vyos1+helium1
2014-10-10 03:43:05 status unpacked libnl-genl-3-200 3.2.25vyos1+helium1
2014-10-10 03:43:05 install hostapd <none> 1:1.1+vyos1+helium1
2014-10-10 03:43:05 status half-installed hostapd 1:1.1+vyos1+helium1
2014-10-10 03:43:05 status unpacked hostapd 1:1.1+vyos1+helium1
2014-10-10 03:43:05 status unpacked hostapd 1:1.1+vyos1+helium1
2014-10-10 03:43:05 install libcpufreq0 <none> 007-1+squeeze1
2014-10-10 03:43:05 status half-installed libcpufreq0 007-1+squeeze1
2014-10-10 03:43:05 status unpacked libcpufreq0 007-1+squeeze1
2014-10-10 03:43:05 status unpacked libcpufreq0 007-1+squeeze1
2014-10-10 03:43:05 install cpufrequtils <none> 007-1+squeeze1
2014-10-10 03:43:05 status half-installed cpufrequtils 007-1+squeeze1
2014-10-10 03:43:05 status unpacked cpufrequtils 007-1+squeeze1
2014-10-10 03:43:05 status unpacked cpufrequtils 007-1+squeeze1
2014-10-10 03:43:05 startup packages configure
2014-10-10 03:43:05 configure bash-completion 1:1.2-3 1:1.2-3
2014-10-10 03:43:05 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:05 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:05 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:05 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
2014-10-10 03:43:06 status unpacked bash-completion 1:1.2-3
